fips,lat,lon,elevation,slope1,slope2,slope3,slope4,slope5,slope6,slope7,slope8,aspectN,aspectE,aspectS,aspectW,aspectUnknown,WAT_LAND,NVG_LAND,URB_LAND,GRS_LAND,FOR_LAND,CULTRF_LAND,CULTIR_LAND,CULT_LAND,SQ1,SQ2,SQ3,SQ4,SQ5,SQ6,SQ7
20009,38.481239,-98.767837,553,0.1987,0.6536,0.1349,0.0126,0.0002,0,0,0,0.0463,0.053,0.014,0.0344,0.8523,0,0,0.708700001,35.8939209,1.627249122,54.4001236,7.370007992,61.77013016,1,1,1,1,1,1,1
20011,37.8561,-94.850928,271,0.0425,0.4462,0.3987,0.1014,0.0108,0.0004,0,0,0.1213,0.1552,0.0846,0.1502,0.4887,0,0,0.181699991,5.276680946,10.9932642,83.40711212,0.141240299,83.5483551,1,1,1,1,1,1,1
20015,37.773681,-96.838762,423,0.0533,0.5223,0.402,0.0219,0.0005,0,0,0,0.0779,0.1141,0.0976,0.1348,0.5756,0,0,0.331599981,71.95569611,0.352775127,27.21168709,0.148239806,27.35992622,1,1,2,1,1,1,1
20013,39.825931,-95.569905,339,0.0134,0.2514,0.6254,0.1078,0.002,0,0,0,0.1624,0.2461,0.1445,0.1822,0.2648,0,0,0.69629997,0.59564501,2.463326931,96.07500458,0.1697236,96.24472809,1,1,1,1,1,1,1
20017,38.298553,-96.594064,396,0.0203,0.2082,0.4933,0.2499,0.0241,0.0042,0,0,0.186,0.2503,0.1948,0.1404,0.2285,0,0,0.032400001,60.70032883,13.22531986,25.51968956,0.522261083,26.04195023,1,1,3,1,1,1,2
20021,37.169392,-94.845698,265,0.0697,0.5906,0.2899,0.0447,0.0051,0,0,0,0.0644,0.0991,0.0868,0.0894,0.6603,0,0,7.490799904,11.77225685,4.547771931,76.08417511,0.104992002,76.18917084,1,1,1,1,1,1,1
20019,37.154259,-96.245396,285,0.0149,0.1578,0.4291,0.3369,0.0551,0.0062,0,0,0.1709,0.2411,0.1916,0.2237,0.1727,0,0,0.198199987,37.44600296,15.74273682,46.58351135,0.029548399,46.61306,1,1,2,1,1,1,1
20023,39.789256,-101.727302,1066,0.1498,0.6202,0.1967,0.0333,0,0,0,0,0.0453,0.065,0.032,0.0877,0.77,0,0,0.057199996,65.19710541,0.118216045,24.03532982,10.59214973,34.62747955,1,1,1,1,1,1,1
20025,37.233831,-99.813869,628,0.0495,0.4111,0.4456,0.0922,0.0015,0.0001,0,0,0.0667,0.1847,0.1595,0.1285,0.4606,0,0,0.014400001,77.95066833,0,17.33096886,4.703966141,22.034935,1,1,1,1,1,1,1
20027,39.344964,-97.168853,384,0.0349,0.3982,0.5361,0.0302,0.0006,0,0,0,0.149,0.1905,0.1002,0.1272,0.4331,0,0,0.149799988,76.65112305,0.370260537,18.54950523,4.279307842,22.82881355,1,1,1,1,1,1,1
20029,39.487329,-97.64139,487,0.0238,0.2389,0.5077,0.227,0.0026,0,0,0,0.1519,0.2687,0.0932,0.2235,0.2627,0,0,0.046399999,72.34294128,0.403717101,23.99766159,3.20927906,27.2069416,1,1,2,1,1,1,1
20031,38.23645,-95.729137,324,0.0931,0.5028,0.367,0.0277,0.002,0.0043,0.0023,0.0008,0.0668,0.0987,0.0959,0.1427,0.5959,0,0,0.0766,23.67224121,0.580520153,75.49420929,0.176432103,75.67063904,1,1,1,2,1,1,1
20033,37.189071,-99.254089,566,0.0232,0.2935,0.5457,0.1373,0.0003,0,0,0,0.1175,0.2391,0.1582,0.1685,0.3167,0,0,0,70.04549408,0,28.38640213,1.568106055,29.95450783,1,1,1,1,1,1,1
20035,37.234507,-96.837247,399,0.039,0.4348,0.4252,0.0976,0.0034,0,0,0,0.0968,0.14,0.123,0.1664,0.4738,0,0,0.066699997,78.53679657,0.302175432,20.8156395,0.278686196,21.09432602,1,1,2,1,1,1,1
20037,37.505628,-94.853941,291,0.0939,0.6826,0.22,0.0035,0,0,0,0,0.0512,0.0747,0.0431,0.0545,0.7765,0,0,3.674900055,10.58546448,6.192921162,79.02536011,0.521354496,79.54671478,1,1,1,1,1,1,1
20039,39.783542,-100.459708,825,0.0574,0.5264,0.3749,0.0412,0.0001,0,0,0,0.0731,0.1662,0.0926,0.0843,0.5838,0,0,0.078000002,65.62086487,0.290105581,32.04034424,1.970685959,34.01102829,1,1,1,1,1,1,1
20041,38.867735,-97.157943,396,0.0343,0.3715,0.5518,0.0424,0,0,0,0,0.1439,0.1221,0.1041,0.2241,0.4058,0,0,0.139799997,60.41492462,0.764390469,37.04549026,1.635396004,38.68088531,1,1,1,1,1,1,1
20045,38.896573,-95.290529,271,0.0284,0.2814,0.4548,0.1647,0.0466,0.0241,0,0,0.1925,0.2139,0.1012,0.1826,0.3098,0,0,1.852400064,10.48397255,21.37915802,65.62485504,0.659617186,66.2844696,1,1,1,1,1,1,1
20043,39.788502,-95.147225,316,0.0062,0.1201,0.5415,0.2663,0.0504,0.0155,0,0,0.1482,0.2444,0.2196,0.2615,0.1263,0,0,0.503499985,0.401286364,3.843619108,94.93164063,0.319957703,95.25159454,1,1,1,1,1,1,1
20047,37.883595,-99.304746,666,0.193,0.7234,0.0832,0.0004,0,0,0,0,0.0164,0.0327,0.0118,0.0227,0.9164,0,0,0.048299998,19.20143127,0.531458616,47.5170517,32.70175934,80.21881104,1,1,1,1,1,1,1
20049,37.456026,-96.244642,309,0.0302,0.2871,0.4424,0.2041,0.0282,0.008,0,0,0.1538,0.2027,0.1698,0.1564,0.3173,0,0,0.053899996,95.13587952,2.551373959,2.146761894,0.112081401,2.258843184,1,1,2,1,1,1,1
20051,38.914596,-99.317329,622,0.0774,0.5924,0.3096,0.0206,0,0,0,0,0.0281,0.1026,0.0979,0.1016,0.6698,0,0,0.1734,60.78943253,0.787523925,37.56257248,0.687072873,38.24964523,1,1,1,1,1,1,1
20053,38.700845,-98.205355,494,0.0253,0.3102,0.5571,0.1058,0.0016,0,0,0,0.1566,0.2381,0.1022,0.1676,0.3355,0,0,0.137099996,70.8118515,0.389572859,27.19989777,1.461578012,28.66147614,1,1,1,1,1,1,1
20055,38.049855,-100.739929,881,0.0493,0.4871,0.424,0.0396,0,0,0,0,0.0896,0.1571,0.0834,0.1335,0.5364,0,0,0.276299983,38.63269806,0.114508927,18.40284348,42.57365036,60.97649384,2,1,1,1,1,1,1
20057,37.688365,-99.884734,768,0.1033,0.6581,0.2329,0.0057,0,0,0,0,0.0447,0.0939,0.0453,0.0547,0.7614,0,0,0.0242,66.01315308,0.140412554,23.39179611,10.43043995,33.82223511,1,1,1,1,1,1,1
20061,39.002155,-96.768038,399,0.0119,0.1327,0.3507,0.3318,0.1284,0.0444,0.0001,0,0.2069,0.1961,0.1762,0.2762,0.1446,0,0,0.0178,96.5719986,0,2.641731739,0.76846832,3.410200119,1,1,2,1,1,1,1
20059,38.558019,-95.278962,295,0.0388,0.3958,0.4588,0.1019,0.0046,0.0001,0,0,0.1397,0.1584,0.1179,0.1494,0.4346,0,0,0.433100015,26.67572021,5.453549385,66.96235657,0.475274593,67.4376297,1,1,1,2,1,1,1
20065,39.349445,-99.880952,709,0.0137,0.1847,0.6193,0.1817,0.0006,0,0,0,0.2136,0.2386,0.1037,0.2457,0.1984,0,0,0.049399998,63.22754669,0.403393418,33.32446671,2.995194912,36.31966019,1,1,1,1,1,1,1
20063,38.917239,-100.48736,816,0.04,0.4766,0.4329,0.0505,0,0,0,0,0.0889,0.1904,0.1219,0.0822,0.5166,0,1,0.050799999,65.01674652,0.163680717,29.64517593,4.123599052,33.76877594,1,1,3,1,1,1,2
20067,37.547537,-101.299362,928,0.0635,0.5048,0.404,0.0277,0,0,0,0,0.0694,0.1186,0.0946,0.1491,0.5683,0,0,0.05477199,63.87149048,0,0,36.0737381,36.0737381,1,1,1,1,1,1,1
20069,37.744513,-100.451716,834,0.0694,0.585,0.3396,0.006,0,0,0,0,0.0843,0.119,0.0365,0.1058,0.6544,0,0,0.148800001,36.06298065,0.234298259,19.59662247,43.95729828,63.55392075,1,1,1,1,1,1,1
20071,38.480408,-101.805984,1112,0.1391,0.6889,0.1658,0.0062,0,0,0,0,0.0421,0.0747,0.0291,0.0261,0.828,0,0,0.027999999,93.49555969,0,0,6.476438999,6.476438999,1,1,1,1,1,1,1
20073,37.878659,-96.242232,334,0.0477,0.4719,0.42,0.059,0.0013,0.0001,0,0,0.093,0.1781,0.1054,0.1039,0.5196,0,0,0.160099998,79.59461212,0.14917098,19.70787048,0.388246089,20.09611702,1,1,2,1,1,1,1
20077,37.188184,-98.06659,405,0.0788,0.5963,0.3164,0.0085,0,0,0,0,0.0677,0.1135,0.0434,0.1003,0.6751,0,0,0.048299998,39.50619888,18.9428997,41.12438583,0.378214806,41.50260162,1,1,1,1,1,1,1
20075,37.995244,-101.793689,999,0.1022,0.5831,0.306,0.0087,0,0,0,0,0.1267,0.084,0.052,0.052,0.6853,0,0,0.048099998,94.91035461,0,0,5.041546822,5.041546822,2,2,1,1,1,1,1
20081,37.55855,-100.876869,900,0.1899,0.7572,0.0529,0,0,0,0,0,0.0102,0.0216,0.0093,0.0118,0.9471,0,0,0.691999972,18.61270714,0.334109992,18.35120392,62.00997925,80.36118317,1,1,1,1,1,1,1
20079,38.050144,-97.436707,443,0.1199,0.7119,0.1673,0.0009,0,0,0,0,0.0235,0.0487,0.0286,0.0674,0.8318,0,0,0.345699996,38.32206726,1.536193252,48.94215012,10.85389042,59.79603958,1,1,1,1,1,1,1
20083,38.087493,-99.898407,732,0.0379,0.3315,0.4851,0.144,0.0015,0,0,0,0.1728,0.2019,0.0839,0.172,0.3694,0,0,0.071599998,60.44539261,0.433591396,32.40876007,6.640655994,39.04941559,1,1,1,1,1,1,1
20085,39.410989,-95.794509,364,0.015,0.2416,0.6666,0.0759,0.0009,0,0,0,0.1481,0.2394,0.1668,0.1891,0.2566,0,0,0.2755,52.50154114,0.400713652,46.41844559,0.403801501,46.82224655,1,1,1,1,1,1,1
20087,39.239644,-95.375314,326,0.0118,0.1421,0.4035,0.2998,0.1084,0.0344,0,0,0.1728,0.2217,0.1905,0.2611,0.1539,1.991199851,0,0.704599977,3.894012451,9.016602516,83.96524048,0.428348303,84.39358521,1,1,1,1,1,1,1
20089,39.77701,-98.222584,517,0.0202,0.2675,0.5399,0.1642,0.008,0.0002,0,0,0.1008,0.3021,0.1412,0.1682,0.2877,0,0,0.0173,68.23959351,0.025824098,28.75569534,2.961587906,31.71728325,1,1,1,1,1,1,1
20093,37.994461,-101.308136,955,0.0659,0.4512,0.4418,0.0411,0,0,0,0,0.0532,0.2058,0.1549,0.069,0.5171,0,0,0.162,83.53670502,4.748153687,9.54E-07,11.55313969,11.55314064,2,2,1,1,1,1,1
20091,38.883907,-94.82233,323,0.0268,0.3672,0.5515,0.0545,0,0,0,0,0.144,0.169,0.1179,0.1751,0.394,0,0,1.960899949,2.430006504,12.07171726,81.39151001,2.145867109,83.5373764,1,1,1,1,1,1,1
20095,37.552951,-98.144529,495,0.0465,0.469,0.4615,0.023,0,0,0,0,0.0757,0.18,0.0949,0.1339,0.5155,0,0,0.102499999,61.25656509,0.68024236,36.43470383,1.525990963,37.96069336,1,1,1,1,1,1,1
20097,37.561231,-99.286539,666,0.0558,0.429,0.4695,0.0455,0.0002,0,0,0,0.0651,0.2234,0.1113,0.1154,0.4848,0,0,0,65.87381744,3.086267233,29.43035126,1.609567046,31.0399189,1,1,1,1,1,1,1
20099,37.191468,-95.297473,273,0.1054,0.7298,0.1624,0.0024,0,0,0,0,0.0464,0.0566,0.0288,0.033,0.8352,0,0,0.328199983,14.10903263,3.621956348,81.74880219,0.192012697,81.94081116,1,1,1,1,1,1,1
20101,38.481286,-100.466185,848,0.1643,0.6518,0.1691,0.0148,0,0,0,0,0.0462,0.0591,0.0451,0.0335,0.8161,0,0,0.047800001,65.01052856,0.141433835,27.71241188,7.087827206,34.80023956,1,1,1,1,1,1,1
20105,39.047276,-98.214265,431,0.063,0.4742,0.3816,0.0765,0.0047,0,0,0,0.0756,0.1379,0.1129,0.1364,0.5372,0,0,0.107399993,75.64558411,0.503947139,23.55443192,0.188634202,23.74306679,1,1,2,1,1,1,1
20103,39.189511,-95.038977,288,0.016,0.2422,0.6131,0.122,0.0063,0.0004,0,0,0.1699,0.1851,0.1697,0.2171,0.2582,0,0,1.491000056,2.557764053,10.5680418,84.92640686,0.456784695,85.38319397,1,1,1,1,1,1,1
20107,38.216549,-94.844932,265,0.0424,0.3213,0.3446,0.1976,0.074,0.0201,0,0,0.1675,0.1919,0.1212,0.1557,0.3637,0,0,0.83769995,3.154000282,11.58030605,84.24378204,0.184213504,84.42799377,1,1,1,2,1,1,1
20109,38.91327,-101.157407,901,0.035,0.3889,0.4674,0.1084,0.0003,0,0,0,0.1733,0.1766,0.0889,0.1373,0.4239,0,0,0.008,72.21895599,0.006755731,25.29692841,2.469357014,27.76628494,1,1,1,1,1,1,1
20111,38.455498,-96.161589,339,0.1027,0.5976,0.2792,0.0205,0,0,0,0,0.0753,0.0921,0.0501,0.0822,0.7003,0,0,0.284500003,94.23614502,0.125980452,5.231492043,0.121881902,5.353374004,1,1,1,1,1,1,1
20113,38.395812,-97.647489,463,0.0849,0.6097,0.2958,0.0095,0.0001,0,0,0,0.0496,0.0913,0.053,0.1115,0.6946,0,0,0.404300004,42.51817703,3.87784791,45.50417709,7.695499897,53.19967651,1,1,1,1,1,1,1
20115,38.359647,-97.102771,416,0.0644,0.5228,0.3865,0.0263,0,0,0,0,0.1009,0.1464,0.0615,0.104,0.5872,0,0,0.178499997,79.97581482,0.62046361,18.85860825,0.366615593,19.22522354,1,1,1,1,1,1,1
20117,39.782709,-96.521243,366,0.0288,0.2865,0.5673,0.1127,0.0046,0.0001,0,0,0.1195,0.2241,0.1756,0.1655,0.3153,0,0,0.0425,66.1912384,0.050340939,33.49613571,0.219785094,33.71591949,1,1,1,1,1,1,1
20119,37.243886,-100.360094,766,0.0934,0.5216,0.313,0.072,0,0,0,0,0.0797,0.1365,0.0855,0.0833,0.615,0,0,0.004740704,92.02542877,0,0,7.969827175,7.969827175,1,1,1,1,1,1,1
20121,38.566772,-94.832963,303,0.0162,0.1933,0.5014,0.2751,0.014,0,0,0,0.1696,0.1577,0.1845,0.2787,0.2095,0,0,0.305000007,2.376348734,15.33448982,81.34957123,0.634590685,81.98416138,1,1,1,1,1,1,1
20123,39.393026,-98.207362,451,0.0564,0.5966,0.3371,0.0097,0.0002,0,0,0,0.0862,0.1111,0.0366,0.1131,0.653,0,7.991600037,0.082799993,58.3777771,0.471374363,30.78948784,2.286962032,33.07645035,1,1,1,1,1,1,1
20125,37.189537,-95.742403,261,0.0344,0.4261,0.4693,0.0692,0.0009,0.0001,0,0,0.121,0.1572,0.1101,0.1512,0.4605,0,0,14.58640003,15.16597271,0,69.9227829,0.324841112,70.24762726,1,1,1,1,1,1,1
20127,38.687696,-96.644905,440,0.0326,0.4424,0.5065,0.0185,0,0,0,0,0.1051,0.1944,0.1269,0.0986,0.475,0,0,0.117399998,77.62210083,1.589695096,20.62492561,0.04587952,20.67080498,1,1,2,1,1,1,1
20129,37.18525,-101.809516,1031,0.0543,0.5175,0.4075,0.0207,0,0,0,0,0.1197,0.1217,0.0924,0.0944,0.5718,0,0,0.0425,93.98928833,1.517410159,0,4.450805187,4.450805187,1,1,1,1,1,1,1
20131,39.791043,-96.005381,400,0.0081,0.1433,0.5534,0.2922,0.003,0,0,0,0.1886,0.2277,0.1839,0.2484,0.1514,0,0,0.210199997,43.99368668,1.463434458,54.23914337,0.09353561,54.33267975,1,1,1,1,1,1,1
20133,37.564283,-95.315683,279,0.1158,0.5341,0.3005,0.0459,0.0037,0,0,0,0.0908,0.1223,0.0602,0.0768,0.6499,0,0,0.277500004,18.26079941,2.59407115,78.81782532,0.04980544,78.86763,1,1,1,1,1,1,1
20135,38.480437,-99.908745,697,0.0883,0.6234,0.284,0.0043,0,0,0,0,0.028,0.1064,0.0558,0.0981,0.7117,0,0,0.075199999,65.54174805,0.382848352,33.21363068,0.78657192,34.00020218,1,1,1,1,1,1,1
20137,39.783867,-99.899235,721,0.0123,0.1838,0.6044,0.199,0.0005,0,0,0,0.1091,0.293,0.1704,0.2314,0.1961,0,0,0.0601,62.86384583,0.566547334,34.97148514,1.538020968,36.50950623,1,1,1,1,1,1,1
20139,38.649706,-95.727275,330,0.0314,0.3674,0.5112,0.0897,0.0003,0,0,0,0.1171,0.1957,0.1092,0.1792,0.3988,2,0,0.162199989,78.5088501,8.038146019,11.17350101,0.117302097,11.29080296,1,1,1,1,1,1,1
20141,39.348649,-98.767876,541,0.0149,0.2354,0.5242,0.2009,0.0231,0.0015,0,0,0.1921,0.2801,0.1296,0.1479,0.2503,0,0,0.0438,65.85527802,0.314936697,32.28271484,1.503270984,33.78598404,1,1,1,1,1,1,1
20143,39.137963,-97.654803,403,0.0412,0.4761,0.4684,0.0143,0,0,0,0,0.0683,0.117,0.0934,0.204,0.5173,2.986799955,0,0.509499967,40.82369232,31.57888985,22.75012398,1.350991964,24.10111618,1,1,1,1,1,1,1
20147,39.784506,-99.34215,563,0.0818,0.5273,0.3647,0.0262,0,0,0,0,0.0557,0.1313,0.1182,0.0857,0.6091,0,0,0.088999994,63.76265717,0.560296893,34.83177567,0.756272972,35.58804703,1,1,1,1,1,1,1
20145,38.182873,-99.232154,628,0.1924,0.7147,0.0917,0.0012,0,0,0,0,0.019,0.0373,0.0133,0.0233,0.9071,0,0,0.185000002,51.58822632,0.52895689,37.16182709,10.53598976,47.69781494,1,1,1,1,1,1,1
20151,37.647594,-98.74012,580,0.0475,0.48,0.4491,0.0233,0.0001,0,0,0,0.1049,0.1738,0.076,0.1178,0.5275,0,0,0.075799994,55.5132103,0.055556688,23.62800407,20.72743034,44.35543442,1,1,1,1,1,1,1
20153,39.786198,-101.076738,949,0.0444,0.4205,0.3401,0.1769,0.0181,0,0,0,0.1153,0.1809,0.0816,0.1573,0.4649,0,0,0.0682,64.57085419,0.235435054,31.75239563,3.37311101,35.12550735,1,1,1,1,1,1,1
20149,39.382187,-96.337113,371,0.0095,0.1203,0.5082,0.3477,0.0134,0.0009,0,0,0.097,0.3639,0.1932,0.2161,0.1298,0,0,0.218799993,49.77515793,0.560306311,44.24773026,5.198007107,49.44573593,1,1,1,1,1,1,1
20157,39.82891,-97.650921,461,0.0413,0.3724,0.4701,0.1127,0.0035,0,0,0,0.0829,0.2203,0.1034,0.1797,0.4137,0,7,0.131699994,63.42301178,0.343920529,16.7866478,12.31472015,29.10136795,1,1,1,1,1,1,1
20155,37.948185,-98.078346,471,0.0464,0.506,0.4216,0.026,0,0,0,0,0.1069,0.1424,0.094,0.1043,0.5524,0,0,0.312099993,38.08499527,0.602277339,53.78025055,7.220373154,61.00062561,1,1,1,1,1,1,1
20161,39.291211,-96.727489,383,0.0097,0.1328,0.4207,0.3437,0.0789,0.0142,0,0,0.1515,0.2491,0.2096,0.2473,0.1425,0,0,1.54399991,22.38804436,3.039613008,71.84557343,1.182770967,73.0283432,1,1,2,1,1,1,1
20159,38.347178,-98.201415,501,0.1334,0.6681,0.1979,0.0006,0,0,0,0,0.0212,0.0559,0.0462,0.0752,0.8015,0,2.998598099,0.160799995,24.50156784,0.277152449,65.87261963,6.189261913,72.06188202,1,1,1,1,1,1,1
20163,39.346006,-99.324492,619,0.0457,0.4577,0.4619,0.0345,0.0002,0,0,0,0.1388,0.1816,0.0394,0.1368,0.5034,0,0,3.856799841,52.17136002,1.091240525,41.22199249,1.658607006,42.88059998,1,1,1,1,1,1,1
20165,38.523592,-99.309183,625,0.067,0.4724,0.4251,0.035,0.0005,0,0,0,0.0884,0.1648,0.0703,0.1371,0.5394,0,0,0.057600003,62.91952896,0.483216465,34.0331192,2.5065341,36.53965378,1,1,1,1,1,1,1
20169,38.786327,-97.650153,390,0.0921,0.6432,0.2587,0.0058,0.0002,0,0,0,0.0626,0.0902,0.0402,0.0717,0.7353,0,0,0.636399984,40.57687378,1.604931951,55.15024567,2.031548023,57.18179321,1,1,1,1,1,1,1
20167,38.916839,-98.765638,558,0.0447,0.3713,0.3705,0.1435,0.0585,0.0115,0,0,0.1095,0.196,0.0805,0.198,0.416,0,0,0.044,59.72809601,0.201663822,39.5927887,0.43345359,40.0262413,1,1,1,1,1,1,1
20173,37.683807,-97.459451,407,0.1392,0.7193,0.1388,0.0027,0,0,0,0,0.0268,0.0605,0.0232,0.031,0.8585,0,0,1.053900003,36.57902908,3.02479291,50.400177,8.942102432,59.34227753,1,1,1,1,1,1,1
20175,37.180585,-100.854741,831,0.0403,0.3679,0.4858,0.1034,0.0019,0.0007,0,0,0.1689,0.2116,0.1078,0.1035,0.4082,0,0,0.1127,79.18776703,1.008521438,0,19.69100952,19.69100952,1,1,1,1,1,1,1
20171,38.481877,-100.90636,905,0.239,0.7047,0.0553,0.001,0,0,0,0,0.006,0.0115,0.0087,0.0301,0.9437,0,0,0.069957785,63.6105423,0,19.60342026,16.71607971,36.31949997,1,1,1,1,1,1,1
20179,39.350543,-100.441206,822,0.0375,0.309,0.4352,0.2181,0.0002,0,0,0,0.1474,0.234,0.0927,0.1794,0.3465,0,0,0.028845314,60.43270493,0,25.10856819,14.42988014,39.53844833,1,1,1,1,1,1,1
20177,39.041805,-95.755664,291,0.0347,0.351,0.4898,0.1137,0.0093,0.0015,0,0,0.1658,0.1851,0.1064,0.157,0.3857,0,0,3.358200073,57.30293274,6.555751324,29.09643173,3.68668294,32.78311539,1,1,1,1,1,1,1
20181,39.351352,-101.719859,1127,0.1589,0.7105,0.129,0.0016,0,0,0,0,0.0331,0.056,0.0192,0.0223,0.8694,0,0,0.039999999,63.13679886,0.01009925,24.73132324,12.08178043,36.81310272,1,1,2,1,1,1,1
20185,38.03563,-98.719889,584,0.1128,0.6673,0.216,0.0039,0,0,0,0,0.0578,0.0735,0.0454,0.0432,0.7801,0,0,0.092900001,40.44365692,1.108129263,38.4793396,19.87597084,58.35531235,1,1,1,1,1,1,1
20187,37.565932,-101.789383,1005,0.2351,0.7125,0.0519,0.0005,0,0,0,0,0.0064,0.0336,0.0056,0.0068,0.9476,0,0,0.027134251,65.46676636,0,0,34.5060997,34.5060997,1,1,1,1,1,1,1
20183,39.78466,-98.78543,551,0.064,0.5541,0.3739,0.008,0,0,0,0,0.0759,0.1014,0.067,0.1376,0.6181,0,0,0.0385,66.89042664,0.204321191,30.98432732,1.882424951,32.86675262,1,1,1,1,1,1,1
20191,37.236663,-97.493349,382,0.1151,0.7226,0.1601,0.0022,0,0,0,0,0.0277,0.0495,0.0256,0.0595,0.8377,0,0,0.058499999,59.55939865,8.589050293,30.66067505,1.132377028,31.79305267,1,1,1,1,1,1,1
20193,39.357706,-101.083439,972,0.1017,0.6795,0.2131,0.0057,0,0,0,0,0.0631,0.0766,0.0351,0.044,0.7812,0,0,0.034400001,40.70724487,0.129046306,40.79656982,18.33274078,59.12931061,1,1,1,1,1,1,1
20195,38.921302,-99.865423,717,0.0358,0.3964,0.5311,0.0367,0,0,0,0,0.0711,0.1939,0.1308,0.172,0.4322,2,0,0.0096,49.52642059,25.51152039,22.49609375,0.456365407,22.95245934,1,1,2,1,1,1,1
20189,37.202356,-101.315796,945,0.1288,0.7032,0.1677,0.0003,0,0,0,0,0.0379,0.075,0.0161,0.039,0.832,0,0,0.027458046,62.40465164,0,0,37.56789017,37.56789017,1,1,1,1,1,1,1
20197,38.955154,-96.201262,433,0.0084,0.1327,0.5242,0.3157,0.0189,0.0001,0,0,0.2046,0.2551,0.2092,0.19,0.1411,0,0,0.187399998,84.57888031,3.25957489,10.97397137,1.000172973,11.97414398,1,1,2,1,1,1,1
20199,38.926626,-101.771103,1059,0.028,0.301,0.5028,0.168,0.0002,0,0,0,0.2058,0.2518,0.1013,0.1121,0.329,0,0,0.046799999,44.27635956,0.05510883,40.72746277,14.89426994,55.6217308,1,1,1,1,1,1,1
20203,38.481922,-101.347434,993,0.1622,0.7368,0.0991,0.0019,0,0,0,0,0.0162,0.049,0.0175,0.0183,0.899,0,0,0.021400001,72.78560638,0,15.94157696,11.25142002,27.19299698,1,1,1,1,1,1,1
20201,39.776714,-97.095611,435,0.0781,0.5659,0.3463,0.0097,0,0,0,0,0.0874,0.1271,0.0695,0.072,0.644,0,0,0.136700004,28.71839905,0.495387971,68.51351166,2.136002064,70.64951324,1,1,1,1,1,1,1
20205,37.558515,-95.745175,272,0.0397,0.3557,0.3865,0.1651,0.0475,0.0055,0,0,0.1434,0.1963,0.1549,0.11,0.3954,0,0,8.949500084,17.23228836,6.004955292,67.27079773,0.542457283,67.81325531,1,1,1,1,1,1,1
20207,37.888484,-95.757553,315,0.0673,0.5482,0.3324,0.0519,0.0002,0,0,0,0.0765,0.1513,0.0749,0.0818,0.6155,0,0,0.134399995,22.64775848,0.202179074,76.95104218,0.064620674,77.01566315,1,1,1,1,1,1,1
21001,37.105541,-85.281401,266,0.0097,0.1168,0.425,0.3636,0.0694,0.0155,0,0,0.1865,0.2078,0.1995,0.2797,0.1265,0,0,0.710599959,3.246770859,34.21170425,61.78322601,0.047697749,61.83092499,3,2,2,1,1,1,2
21003,36.75077,-86.192458,248,0.0103,0.1506,0.4651,0.287,0.0575,0.0293,0.0002,0,0.2264,0.2271,0.2004,0.1852,0.1609,0,0,0.911999941,2.809656858,17.27625275,78.85812378,0.143964306,79.00209045,3,2,1,1,1,1,1
20209,39.115384,-94.763087,301,0.0128,0.1416,0.4478,0.3268,0.0613,0.0094,0.0003,0,0.2438,0.213,0.1617,0.2271,0.1544,0,0,77.1312027,7.902727604,6.65794611,8.047769547,0.260354489,8.308123589,1,1,1,1,1,1,1
21005,38.005396,-84.986417,252,0.0054,0.0967,0.4425,0.393,0.0516,0.0108,0,0,0.2285,0.2411,0.2276,0.2007,0.1021,0,0,0.887199998,8.593008995,50.31639481,40.01765442,0.185741201,40.20339584,1,1,1,1,1,1,1
21011,38.152249,-83.737641,240,0.0115,0.136,0.3456,0.2729,0.137,0.0946,0.0024,0,0.2056,0.2142,0.2309,0.2018,0.1475,0,0,0.719663382,8.881966591,90.29813385,7.45E-09,0.100236602,0.10023661,2,1,1,1,1,1,1
21009,36.963614,-85.92499,238,0.0064,0.0928,0.4034,0.4298,0.0632,0.0044,0,0,0.1836,0.202,0.2571,0.2581,0.0992,0,0,0.817200005,2.620914221,15.00979233,81.28646088,0.265635312,81.55209351,3,2,1,1,1,1,1
21007,37.05112,-89.009178,124,0.0405,0.4519,0.4672,0.0401,0.0003,0,0,0,0.1373,0.1591,0.0707,0.1405,0.4924,0,0,0.447400004,4.856135368,43.81358719,50.58979416,0.293082297,50.88287735,1,1,1,1,1,1,1
21013,36.72268,-83.681046,436,0.0007,0.0141,0.0504,0.1186,0.1222,0.4256,0.2543,0.0141,0.2392,0.1973,0.2823,0.2664,0.0148,0,0,1.371499896,17.14900208,65.81433105,15.46393299,0.201234996,15.66516781,2,2,2,1,1,1,2
21015,38.974595,-84.731444,257,0.0093,0.1336,0.4943,0.2526,0.0518,0.0524,0.006,0,0.1767,0.204,0.2125,0.2639,0.1429,0,0,1.141499996,6.149492741,58.02030182,34.35530472,0.333402187,34.68870544,1,1,1,1,1,1,1
21019,38.360004,-82.681406,243,0.0006,0.0132,0.057,0.1584,0.2133,0.4853,0.072,0.0002,0.2302,0.2702,0.2648,0.221,0.0138,0,0,1.227699995,8.609016418,88.0639267,2.048392296,0.050964441,2.099356651,2,2,1,1,1,1,1
21021,37.6182,-84.873016,310,0.0172,0.1873,0.3482,0.2878,0.0875,0.07,0.002,0,0.1783,0.2396,0.2131,0.1645,0.2045,0,0,1.154600024,3.55030632,28.65358353,66.55102539,0.0904833,66.64151001,3,2,1,1,1,1,1
